teryt;JPT_NAZWA;Szkołapodstawowa10_2023;czniowiena1000miesz;bezrobocie;Miasto_prawa_powiatu;uczniowie_ukraina_porownanie_powiat_wojew;Szkołapodstawowa02_2022;Ukraina_suma_02_2022;uczniowie_ukraina_porownanie_powiat_na1000mieszk2022;ROZNICE_2023_2022_SP;Szkołapodstawowa09_2022;Suma09_2022;ROZNICE_09_03_2022_SP;ROZNICE_09_03_2022_ALL;Suma_10_2023;ROZNICE_uczniowie_roznice_ogolem_04_09;WSZYSCY_UCZNIOWIE;cena_m2@2021;cena_m2@2022;dynamika_m2;klastry_bez_dynamika;klastry_bez_uczniowie_mieszkania;QCL_2;QCL_1;ROZNICE_2023_2022_SP_RELATIVE;ROZNICE_09_03_202_SP_RELATIVE;UCZNIOWIE_SP_JAKO_PROCENT_2022;UCZNIOWIE_SP_JAKO_PROCENT_2023;UCZNIOWIE_SP_JAKO_PROCENT_ROZNICA;Uchodzcy_roczniki_sp_04_2022;PROCENT_UCZNIOW_WG_UCHODZCOW_04_2022;ZPROCENT_UCZNIOW_WG_UCHODZCOW_04_2022;miast_prawa_powiat_rekod;Rbezrobo;Rdynamik;Rczniowi;suma_rang_B_SZ_Dyna;Wszyscy_ukraina_04_2022;proc_wiek_sp_uchodzcy_04_2022;Uchodzcy_roczniki_sp_09_2022;PROCENT_UCZNIOW_WG_UCHODZCOW_09_2022;Wszyscy_ukraina_09_2022;proc_wiek_sp_uchodzcy_09_2022;Uchodzcy_roczniki_sp_10_2023;PROCENT_UCZNIOW_WG_UCHODZCOW_10_2023;Wszyscy_ukraina_10_2023;proc_wiek_sp_uchodzcy_10_2023;Uczniowie_sp_04_2022_altern;Uczniowie_JEZYK_sp_04_2022_altern;procent_jezyk_04_2022;niezogdnosc_danych_SP_04_2022;niezogdnosc_danych_procent_04_2022;Uczniowie_sp_10_2022_altern;Uczniowie_Jezyk_sp_04_2022;procent
201;powiat bolesławiecki;371;4.219649235;3.1;FAŁSZ;2;504;645;5.732353677;-133;465;713;-39;68;649;68;7287;3512;5280;50.34168565;5;5;4;2;-1.82516810758886;-.535199670646357;78.1395348837209;57.1648690292758;-20.9746658544451;712;70.7865168539326;.855166148002497;0;43.5;368;336;747.5;2900;24.551724137931;895;51.9553072625698;4242;21.0985384252711;647;57.3415765069552;3535;18.3026874115983;493;333;67.5456389452333;-11;-2.23123732251521;465;322;69.247311827957
202;powiat dzierżoniowski;247;2.576593681;5.2;FAŁSZ;2;346;429;3.609317463;-99;248;354;-98;-75;373;-75;6725;2706;3217;18.88396157;2;5;4;2;-1.47211895910781;-1.45724907063197;80.6526806526807;66.2198391420911;-14.4328415105895;616;56.1688311688312;.203724472439834;0;143.5;245;260;648.5;2533;24.3189893407027;745;33.2885906040268;3360;22.172619047619;508;48.6220472440945;2171;23.3993551358821;386;55;14.2487046632124;40;10.3626943005181;248;94;37.9032258064516
203;powiat głogowski;204;2.380702307;6.4;FAŁSZ;2;222;328;2.590764275;-18;238;374;16;46;349;46;7272;4470;4570;2.237136465;2;5;4;2;-.247524752475248;.22002200220022;67.6829268292683;58.4527220630373;-9.23020476623104;373;59.5174262734584;.352955647109478;0;191.5;47;242;480.5;1557;23.956326268465;434;54.8387096774194;1916;22.651356993737;300;68;1296;23.1481481481481;243;35;14.40329218107;21;8.64197530864197;238;72;30.2521008403361
204;powiat górowski;18;.549819781;13.8;FAŁSZ;2;75;101;2.290915755;-57;41;68;-34;-33;34;-33;2433;2001;2590;29.43528236;2;5;4;2;-2.34278668310728;-1.39745170571311;74.2574257425743;52.9411764705882;-21.316249271986;141;53.1914893617021;.0710383155924647;0;350.5;320;27;697.5;576;24.4791666666667;169;24.2603550295858;783;21.5836526181354;105;17.1428571428571;456;23.0263157894737;89;81;91.0112359550562;14;15.7303370786517;41;26;63.4146341463415
205;powiat jaworski;104;2.185608608;10.2;FAŁSZ;2;136;179;2.858103564;-32;148;227;12;48;175;48;3497;3223;3462;7.415451443;2;5;4;2;-.915070060051473;.343151272519302;75.9776536312849;59.4285714285714;-16.5490822027135;352;38.6363636363636;-.577615356048851;0;298;83;220;601;1417;24.8412138320395;440;33.6363636363636;1933;22.7625452664252;312;33.3333333333333;1273;24.509033778476;149;65;43.6241610738255;13;8.7248322147651;148;63;42.5675675675676
206;powiat jeleniogórski;271;4.441457978;8.5;FAŁSZ;2;430;515;7.047331847;-159;347;459;-83;-56;349;-56;3946;5506;9569;73.79222666;5;5;4;2;-4.02939685757729;-2.10339584389255;83.495145631068;77.6504297994269;-5.84471583164103;847;50.767414403778;-.0369913333066798;0;262.5;378;343;983.5;3359;25.2158380470378;1049;33.0791229742612;4449;23.5783322094853;704;38.4943181818182;2851;24.6930901438092;486;68;13.9917695473251;56;11.522633744856;347;83;23.9193083573487
207;powiat kamiennogórski;93;2.280194184;6.1;FAŁSZ;2;140;185;3.432550385;-47;108;160;-32;-25;141;-25;2816;2729;2960;8.464639062;2;5;4;2;-1.66903409090909;-1.13636363636364;75.6756756756757;65.9574468085106;-9.71822886716504;214;65.4205607476635;.616030657462679;0;181.5;97;228;506.5;963;22.2222222222222;243;44.4444444444444;1413;17.1974522292994;184;50.5434782608696;1041;17.6753121998079;134;60;44.7761194029851;-6;-4.47761194029851;108;53;49.0740740740741
208;powiat kłodzki;346;2.327129896;11.8;FAŁSZ;2;306;387;2.058097538;40;464;650;158;263;524;263;10696;3242;4010;23.68908081;2;2;3;5;.37397157816006;1.47718773373224;79.0697674418605;66.030534351145;-13.0392330907154;1129;27.1036315323295;-1.09157512283496;0;330.5;292;234;856.5;4364;25.8707607699358;1320;35.1515151515151;5529;23.8741182854042;909;38.0638063806381;3504;25.9417808219178;474;172;36.2869198312236;168;35.4430379746835;464;150;32.3275862068966
209;powiat legnicki;77;1.399185928;8.1;FAŁSZ;2;176;200;3.198139264;-99;112;137;-64;-63;90;-63;4095;3415;3562;4.304538799;2;5;4;2;-2.41758241758242;-1.56288156288156;88;85.5555555555556;-2.44444444444444;728;24.1758241758242;-1.22205376159721;0;249.5;56;124;429.5;2992;24.331550802139;824;13.5922330097087;3763;21.8974222694659;539;14.2857142857143;2328;23.1529209621993;183;48;26.2295081967213;7;3.82513661202186;112;84;75
210;powiat lubański;149;2.871680222;7.1;FAŁSZ;2;186;233;3.584782022;-37;193;316;7;83;250;83;3820;3289;4341;31.9854059;2;5;4;5;-.968586387434555;.183246073298429;79.8283261802575;59.6;-20.2283261802575;301;61.7940199335548;.454412746438142;0;214;339;280;833;1243;24.2156074014481;374;51.6042780748663;1671;22.3818073010174;259;57.5289575289575;1214;21.334431630972;210;127;60.4761904761905;24;11.4285714285714;193;146;75.6476683937824
211;powiat lubiński;258;2.494537157;3.9;FAŁSZ;2;259;366;2.504205906;-1;296;437;37;71;427;71;8633;4300;4947;15.04651163;2;5;3;5;-.0115834588208039;.428587976369744;70.7650273224044;60.4215456674473;-10.3434816549571;581;44.578313253012;-.312810536889031;0;76.5;189;254;519.5;2392;24.2892976588629;659;44.9165402124431;2979;22.1215172876804;438;58.9041095890411;1973;22.1996958945768;289;260;89.9653979238754;30;10.3806228373702;296;235;79.3918918918919
212;powiat lwówecki;89;2.062237876;8.7;FAŁSZ;2;135;183;3.128113632;-46;92;125;-43;-58;166;-58;2869;2234;2765;23.76902417;2;5;4;2;-1.60334611362844;-1.49878006273963;73.7704918032787;53.6144578313253;-20.1560339719534;238;56.7226890756302;.228407321052222;0;266.5;293;211;770.5;1037;22.9508196721311;292;31.5068493150685;1316;22.1884498480243;200;44.5;797;25.0941028858218;156;37;23.7179487179487;21;13.4615384615385;92;40;43.4782608695652
213;powiat milicki;89;2.484229331;6.3;FAŁSZ;2;141;182;3.935689164;-52;126;175;-15;-7;115;-7;3242;3440;3715;7.994186047;2;5;4;2;-1.60394818013572;-.462677359654534;77.4725274725275;77.3913043478261;-.0812231247013955;246;57.3170731707317;.254896231758198;0;189.5;93;253;535.5;1017;24.188790560472;311;40.5144694533762;1359;22.8844738778514;196;45.4081632653061;830;23.6144578313253;147;54;36.734693877551;6;4.08163265306122;126;77;61.1111111111111
214;powiat oleśnicki;359;3.371493506;6;FAŁSZ;2;402;479;3.775321419;-43;415;566;13;87;516;87;9146;4578;5248;14.63521188;2;5;3;5;-.470150885633064;.142138639842554;83.9248434237996;69.5736434108527;-14.3512000129469;866;46.4203233256351;-.230720789307723;0;176;187;303;666;3692;23.4561213434453;1070;38.785046728972;4999;21.4042808561712;735;48.843537414966;3287;22.3608153331305;422;138;32.7014218009479;20;4.739336492891;415;189;45.5421686746988
215;powiat oławski;574;7.425614489;4.2;FAŁSZ;2;503;617;6.507115136;71;448;723;-55;106;790;106;7096;5466;6205;13.51994146;2;2;4;5;1.00056369785795;-.775084554678692;81.5235008103728;72.6582278481013;-8.8652729622715;718;70.0557103064067;.822597528585699;0;84.5;168;377;629.5;3047;23.5641614702987;1125;39.8222222222222;5180;21.7181467181467;819;70.0854700854701;4073;20.1080284802357;524;288;54.9618320610687;21;4.00763358778626;448;87;19.4196428571429
216;powiat polkowicki;119;1.941019117;4.4;FAŁSZ;2;146;203;2.381418412;-27;167;221;21;18;174;18;5248;3196;3647;14.11138924;2;5;4;2;-.514481707317073;.40015243902439;71.9211822660099;68.3908045977011;-3.5303776683087;246;59.349593495935;.34547612756312;0;96.5;176;194;466.5;1013;24.284304047384;329;50.7598784194529;1423;23.1201686577653;234;50.8547008547009;921;25.4071661237785;155;23;14.8387096774194;9;5.80645161290323;167;134;80.2395209580838
217;powiat strzeliński;86;2.048106692;10.4;FAŁSZ;2;174;219;4.143843772;-88;127;180;-47;-39;136;-39;3283;3633;4184;15.16652904;2;5;4;2;-2.68047517514468;-1.43161742308864;79.4520547945205;63.2352941176471;-16.2167606768735;352;49.4318181818182;-.0965125912849846;0;304;194;209;707;1391;25.3055355859094;393;32.3155216284987;1649;23.8326258338387;239;35.9832635983264;928;25.7543103448276;190;91;47.8947368421053;16;8.42105263157895;127;6;4.7244094488189
218;powiat średzki;207;3.537977712;4.7;FAŁSZ;2;287;321;4.905312094;-80;242;309;-45;-12;308;-12;5087;5155;5104;-.989330747;2;5;4;2;-1.57263613131512;-.884607823864753;89.4080996884735;67.2077922077922;-22.2003074806813;594;48.3164983164983;-.146217165422382;0;115;27;310;452;2373;25.031605562579;719;33.6578581363004;3146;22.8544183089638;459;45.0980392156863;1864;24.6244635193133;311;52;16.7202572347267;24;7.71704180064309;242;33;13.6363636363636
219;powiat świdnicki;633;4.185179308;5.6;FAŁSZ;2;827;1041;5.467840897;-194;751;1046;-76;5;935;5;12118;3883;4338;11.71774401;2;5;3;2;-1.60092424492491;-.627166199042746;79.4428434197887;67.7005347593583;-11.7423086604304;1011;81.8001978239367;1.34599424075077;0;157.5;139;335;631.5;3902;25.9097898513583;1361;55.1800146950771;5995;22.7022518765638;958;66.0751565762004;4189;22.8694199092862;785;436;55.5414012738853;-42;-5.35031847133758;751;267;35.5525965379494
220;powiat trzebnicki;300;3.436937917;4.8;FAŁSZ;2;461;578;5.281427933;-161;410;493;-51;-85;425;-85;7572;4555;4813;5.664105379;2;5;4;2;-2.12625462229266;-.673534072900159;79.757785467128;70.5882352941177;-9.16955017301038;662;69.6374622356496;.803958174184162;0;119.5;69;307;495.5;2802;23.6259814418273;946;43.3403805496829;4694;20.1533873029399;602;49.8338870431894;2939;20.4831575365771;479;221;46.1377870563674;18;3.75782881002088;410;78;19.0243902439024
221;powiat wałbrzyski;147;2.76757978;11.7;FAŁSZ;2;175;198;3.294737833;-28;178;201;3;3;168;3;3495;2094;3015;43.98280802;5;5;4;2;-.801144492131617;.0858369098712446;88.3838383838384;87.5;-.883838383838381;553;31.6455696202532;-.889162249686743;0;328.5;364;271;963.5;2194;25.2051048313582;646;27.5541795665635;2631;24.5534017483846;446;32.9596412556054;1593;27.9974890144382;210;34;16.1904761904762;35;16.6666666666667;178;16;8.98876404494382
222;powiat wołowski;133;2.908502449;11.2;FAŁSZ;2;206;272;4.50489853;-73;156;206;-50;-66;190;-66;3573;3534;4481;26.79683079;2;5;4;2;-2.04310103554436;-1.39938427092079;75.7352941176471;70;-5.73529411764706;334;61.6766467065868;.44918197234097;0;320.5;310;283;913.5;1403;23.8061297220242;393;39.6946564885496;1744;22.5344036697248;285;46.6666666666667;1152;24.7395833333333;217;113;52.073732718894;11;5.06912442396313;156;76;48.7179487179487
223;powiat wrocławski;754;4.125222948;1.4;FAŁSZ;2;1047;1167;5.728260513;-293;932;1115;-115;-52;932;-52;18880;5911;6969;17.89883268;2;4;3;2;-1.55190677966102;-.609110169491525;89.7172236503856;80.9012875536481;-8.81593609673753;1393;75.1615218951902;1.05013959838779;0;3;232;331;566;5684;24.5073891625616;1981;47.0469459868753;8812;22.4807081252837;1328;56.7771084337349;5813;22.8453466368484;1124;350;31.1387900355872;77;6.85053380782918;932;411;44.0987124463519
224;powiat ząbkowicki;97;1.587899226;9.5;FAŁSZ;2;175;239;2.864766644;-78;135;200;-40;-39;167;-39;4129;2459;2799;13.82675885;2;5;4;2;-1.88907725841608;-.968757568418503;73.2217573221757;58.0838323353293;-15.1379249868464;381;45.9317585301837;-.252493830254565;0;284;172;149;605;1505;25.3156146179402;427;31.615925058548;1773;24.0834743372814;299;32.4414715719064;1105;27.0588235294118;183;65;35.5191256830601;8;4.37158469945355;135;100;74.0740740740741
225;powiat zgorzelecki;234;2.724161214;5.1;FAŁSZ;2;188;252;2.188642343;46;283;378;95;126;373;126;6434;3595;4114;14.43671766;2;2;4;5;.714951818464408;1.47653092943736;74.6031746031746;62.7345844504021;-11.8685901527725;435;43.2183908045977;-.373415900659662;0;134;184;268;586;1767;24.6179966044143;537;52.7001862197393;2372;22.6391231028668;366;63.9344262295082;1678;21.8116805721097;263;49;18.6311787072243;75;28.5171102661597;283;139;49.1166077738516
226;powiat złotoryjski;127;3.10293435;13.7;FAŁSZ;2;140;195;3.420557551;-13;144;183;4;-12;175;-12;3045;3022;3453;14.26207809;2;5;4;2;-.426929392446634;.13136288998358;71.7948717948718;72.5714285714286;.776556776556774;300;46.6666666666667;-.219742422259589;0;349;182;294;825;1217;24.6507806080526;329;43.7689969604863;1436;22.9108635097493;239;53.1380753138075;979;24.4126659856997;166;44;26.5060240963855;26;15.6626506024096;144;15;10.4166666666667
261;powiat Jelenia Góra;389;5.132332375;3.6;PRAWDA;2;417;589;5.501754756;-28;454;700;37;111;690;111;5821;4628;5505;18.94987035;2;5;4;5;-.481017007387047;.635629616904312;70.7979626485569;56.3768115942029;-14.421151054354;416;100.240384615385;2.16778685826155;1;69;246;354;669;1735;23.9769452449568;704;64.4886363636364;3207;21.9519800436545;458;84.9344978165939;2224;20.5935251798561;459;441;96.078431372549;42;9.15032679738562;454;319;70.2643171806167
262;powiat Legnica;771;8.286758383;5.1;PRAWDA;2;692;957;7.437661221;79;794;1296;102;339;1303;339;7892;4724;5435;15.0508044;2;2;4;5;1.00101368474404;1.29244804865687;72.3092998955068;59.1711435149655;-13.1381563805413;514;134.630350194553;3.70038629171831;1;134;190;380;704;2345;21.9189765458422;775;102.451612903226;3888;19.9331275720165;636;121.22641509434;3598;17.6764869371873;681;662;97.2099853157122;-11;-1.61527165932452;794;607;76.448362720403
264;powiat Wrocław;4913;7.288463222;1.6;PRAWDA;2;3704;5743;5.4949049;1209;4640;7115;936;1372;8888;1372;53805;9494;10709;12.79755635;2;3;3;1;2.2470030666295;1.73961527739058;64.4959080619885;55.2767776777678;-9.21913038422073;5474;67.6653270003654;.716069358554537;1;6.5;155;376;537.5;24261;22.5629611310333;9715;47.7611940298507;52279;18.5829874328124;7293;67.3659673659674;47335;15.4072039716911;3865;1262;32.6520051746442;161;4.16558861578267;4640;781;16.8318965517241
265;powiat Wałbrzych;339;3.328195411;4.2;PRAWDA;2;312;440;3.063117901;27;352;511;40;71;507;71;7327;3086;3887;25.95593001;2;2;4;5;.368500068240753;.545926027023338;70.9090909090909;66.8639053254438;-4.04518558364713;278;112.230215827338;2.70211738791504;1;84.5;303;301;688.5;1221;22.7682227682228;467;75.3747323340471;2200;21.2272727272727;366;92.6229508196721;1811;20.2098288238542;314;7;2.22929936305732;2;.636942675159236;352;31;8.80681818181818
401;powiat aleksandrowski;73;1.358493375;11.3;FAŁSZ;4;129;164;2.400625279;-56;109;134;-20;-30;114;-30;4175;4659;5164;10.83923589;2;5;4;2;-1.34131736526946;-.479041916167665;78.6585365853659;64.0350877192982;-14.6234488660676;264;48.8636363636364;-.121833789430451;0;323.5;129;120;572.5;1020;25.8823529411765;305;35.7377049180328;1229;24.8169243287225;205;35.609756097561;745;27.5167785234899;113;14;12.3893805309735;-16;-14.1592920353982;109;46;42.2018348623853
402;powiat brodnicki;115;1.473282345;6.9;FAŁSZ;4;193;250;2.472552109;-78;157;237;-36;-13;189;-13;7017;4178;5122;22.59454284;2;5;4;2;-1.11158614792646;-.513039760581445;77.2;60.8465608465608;-16.3534391534392;291;66.3230240549828;.656249213376293;0;204.5;282;134;620.5;1130;25.7522123893805;364;43.1318681318681;1513;24.058162590879;255;45.0980392156863;997;25.5767301905717;213;30;14.0845070422535;20;9.38967136150235;157;75;47.7707006369427
403;powiat bydgoski;279;2.224241844;3.3;FAŁSZ;4;426;492;3.396154214;-147;340;410;-86;-82;352;-82;11183;3811;5038;32.19627394;2;5;5;2;-1.31449521595279;-.769024412054011;86.5853658536585;79.2613636363636;-7.32400221729489;837;50.8960573476703;-.0312583207954128;0;52.5;340;222;614.5;3350;24.9850746268657;929;36.5984930032293;3987;23.3007273639328;677;41.2112259970458;2785;24.3087971274686;499;103;20.6412825651303;73;14.6292585170341;340;131;38.5294117647059
404;powiat chełmiński;56;1.129897906;12.3;FAŁSZ;4;73;98;1.472902627;-17;83;111;10;13;97;13;4079;3357;4128;22.96693476;2;5;3;2;-.416768815886247;.24515812699191;74.4897959183673;57.7319587628866;-16.7578371554808;147;49.6598639455782;-.0863496614170762;0;335.5;284;96;715.5;560;26.25;175;47.4285714285714;695;25.1798561151079;125;44.8;445;28.0898876404494;83;46;55.421686746988;10;12.0481927710843;83;38;45.7831325301205
405;powiat golubsko-dobrzyński;34;.78076561;10.6;FAŁSZ;4;68;83;1.561531219;-34;57;79;-11;-4;48;-4;3589;3050;3346;9.704918033;2;5;4;2;-.947339091668989;-.306492059069379;81.9277108433735;70.8333333333333;-11.0943775100401;96;70.8333333333333;.857252538860925;0;310;109;56;475;388;24.7422680412371;101;56.4356435643564;413;24.455205811138;58;58.6206896551724;214;27.1028037383178;70;28;40;2;2.85714285714286;57;19;33.3333333333333
406;powiat grudziądzki;9;.229814616;11.3;FAŁSZ;4;49;50;1.25121291;-40;21;23;-28;-27;11;-27;3200;2233;2338;4.702194357;2;5;4;2;-1.25;-.875;98;81.8181818181818;-16.1818181818182;67;73.134328358209;.959797092544556;0;323.5;61;2;386.5;278;24.1007194244604;73;28.7671232876712;333;21.9219219219219;50;18;198;25.2525252525253;50;7;14;1;2;21;8;38.0952380952381
407;powiat inowrocławski;205;1.349350008;10.3;FAŁSZ;4;310;413;2.0404805;-105;290;423;-20;10;335;10;11301;4228;4520;6.906338694;2;5;3;2;-.929121316697637;-.176975488894788;75.0605326876513;61.1940298507463;-13.8665028369051;533;58.1613508442777;.292521726938704;0;300.5;77;118;495.5;2085;25.5635491606715;613;47.3083197389886;2709;22.6282761166482;449;45.6570155902004;1887;23.794382617912;323;58;17.9566563467492;13;4.02476780185759;290;129;44.4827586206897
408;powiat lipnowski;21;.33306371;12.7;FAŁSZ;4;17;35;.269623004;4;32;42;15;7;25;7;5104;2528;3920;55.06329114;5;5;4;2;.0783699059561128;.293887147335423;48.5714285714286;84;35.4285714285714;113;15.0442477876106;-1.62900528258451;0;340.5;372;6;718.5;480;23.5416666666667;137;23.3576642335766;626;21.8849840255591;101;20.7920792079208;415;24.3373493975904;45;11;24.4444444444444;28;62.2222222222222;32;24;75
409;powiat mogileński;75;1.710259275;9.6;FAŁSZ;4;58;90;1.322600506;17;71;112;13;22;109;22;3419;2538;3127;23.2072498;2;2;4;2;.497221409768938;.380228136882129;64.4444444444444;68.8073394495413;4.36289500509685;170;34.1176470588235;-.778993355417503;0;286.5;287;161;734.5;711;23.9099859353024;202;35.1485148514851;947;21.3305174234424;160;46.875;692;23.121387283237;88;14;15.9090909090909;30;34.0909090909091;71;44;61.9718309859155
410;powiat nakielski;66;.793765334;10.4;FAŁSZ;4;87;122;1.046327031;-21;118;164;31;42;101;42;6941;3159;3896;23.33016777;2;5;4;2;-.302550064832157;.446621524276041;71.3114754098361;65.3465346534654;-5.96494075637071;228;38.1578947368421;-.598938470276612;0;304;290;57;651;881;25.8796821793417;272;43.3823529411765;1107;24.5709123757904;184;35.8695652173913;715;25.7342657342657;86;1;1.16279069767442;-1;-1.16279069767442;118;61;51.6949152542373
411;powiat radziejowski;35;.916878422;15.3;FAŁSZ;4;82;95;2.14811516;-47;49;68;-33;-27;59;-27;2804;1944;2721;39.9691358;2;5;3;2;-1.67617689015692;-1.17689015691869;86.3157894736842;59.3220338983051;-26.9937555753791;85;96.4705882352941;1.99978471871088;0;362;357;71;790;319;26.6457680250784;104;47.1153846153846;491;21.1812627291242;84;41.6666666666667;361;23.2686980609418;84;37;44.047619047619;2;2.38095238095238;49;29;59.1836734693878
412;powiat rypiński;30;.724567675;8.9;FAŁSZ;4;45;76;1.086851512;-15;37;56;-8;-20;42;-20;3500;3147;3258;3.527168732;2;5;4;2;-.428571428571429;-.228571428571429;59.2105263157895;71.4285714285714;12.218045112782;100;45;-.294017936819624;0;271.5;53;47;371.5;382;26.1780104712042;108;34.2592592592593;427;25.2927400468384;83;36.144578313253;270;30.7407407407407;55;0;0;10;18.1818181818182;37;32;86.4864864864865
413;powiat sępoleński;57;1.453414249;10.7;FAŁSZ;4;117;137;2.983323984;-60;90;117;-27;-20;81;-20;3189;3033;3344;10.25387405;2;5;4;2;-1.88146754468485;-.846660395108184;85.4014598540146;70.3703703703704;-15.0310894836442;148;79.0540540540541;1.22361149581245;0;313;120;130;563;578;25.6055363321799;158;56.9620253164557;687;22.9985443959243;105;54.2857142857143;442;23.7556561085973;117;78;66.6666666666667;0;0;90;53;58.8888888888889
414;powiat świecki;195;2.044903994;6.2;FAŁSZ;4;138;151;1.447162827;57;207;270;69;119;276;119;8180;4103;4393;7.067999025;2;2;4;5;.69682151589242;.843520782396088;91.3907284768212;70.6521739130435;-20.7385545637777;388;35.5670103092784;-.71440203469034;0;186.5;80;208;474.5;1476;26.2872628726287;443;46.7268623024831;1836;24.1285403050109;329;59.2705167173252;1262;26.0697305863708;181;66;36.4640883977901;43;23.7569060773481;207;65;31.4009661835749
415;powiat toruński;170;1.496940078;8.4;FAŁSZ;4;258;295;2.271826707;-88;225;272;-33;-23;229;-23;9725;3017;4074;35.03480278;2;5;4;2;-.904884318766067;-.339331619537275;87.4576271186441;74.235807860262;-13.2218192583821;540;47.7777777777778;-.170225412552898;0;259;351;137;747;2217;24.3572395128552;587;38.3304940374787;2546;23.0557737627651;419;40.5727923627685;1637;25.5956017104459;255;121;47.4509803921569;-3;-1.17647058823529;225;89;39.5555555555556
416;powiat tucholski;59;1.252414613;10.3;FAŁSZ;4;123;136;2.610966057;-64;110;137;-13;1;90;1;4071;3302;4062;23.01635373;2;5;4;2;-1.57209530827806;-.319331859493982;90.4411764705882;65.5555555555556;-24.8856209150327;186;66.1290322580645;.647603909054373;0;300.5;285;111;696.5;746;24.9329758713137;206;53.3980582524272;1055;19.5260663507109;142;41.5492957746479;830;17.1084337349398;128;28;21.875;5;3.90625;110;61;55.4545454545455
417;powiat wąbrzeski;12;.366345097;12.7;FAŁSZ;4;73;80;2.228599341;-61;28;39;-45;-41;23;-41;2572;3031;3522;16.19927417;2;5;4;2;-2.37169517884914;-1.74961119751166;91.25;52.1739130434783;-39.0760869565217;113;64.6017699115044;.579540991059022;0;340.5;206;10;556.5;411;27.4939172749392;120;23.3333333333333;460;26.0869565217391;77;15.5844155844156;276;27.8985507246377;92;29;31.5217391304348;19;20.6521739130435;28;3;10.7142857142857
418;powiat włocławski;36;.435840628;13.4;FAŁSZ;4;52;58;.629547573;-16;44;54;-8;-4;49;-4;6070;1511;3075;103.5076109;4;5;4;2;-.263591433278418;-.131795716639209;89.6551724137931;73.469387755102;-16.1857846586911;186;27.9569892473118;-1.0535449728045;0;347;379;14;740;724;25.6906077348066;212;20.7547169811321;880;24.0909090909091;138;26.0869565217391;542;25.4612546125461;66;5;7.57575757575758;14;21.2121212121212;44;13;29.5454545454545
419;powiat żniński;73;1.074540744;8.9;FAŁSZ;4;135;165;1.98716439;-62;121;166;-14;1;113;1;5451;3239;3668;13.24482865;2;5;3;2;-1.13740598055403;-.2568336085122;81.8181818181818;64.6017699115044;-17.2164119066774;399;33.8345864661654;-.791608038120313;0;271.5;163;87;521.5;1512;26.3888888888889;450;26.8888888888889;1799;25.0138966092273;351;20.7977207977208;1377;25.4901960784314;210;13;6.19047619047619;75;35.7142857142857;121;32;26.4462809917355
461;powiat Bydgoszcz;1673;5.069113254;2.3;PRAWDA;4;1258;1779;3.811682291;415;1731;2765;473;986;2979;986;25490;6131;6924;12.93426847;2;1;4;3;1.6280894468419;1.85562965868968;70.7138842046093;56.1597851628063;-14.554099041803;1863;67.5254965110038;.709837769625428;1;22;158;353;533;7862;23.6962604935131;2375;72.8842105263158;11450;20.7423580786026;1779;94.0415964024733;8978;19.8151035865449;1343;1207;89.873417721519;85;6.32911392405063;1731;1608;92.894280762565
462;powiat Grudziądz;231;2.582448295;10;PRAWDA;4;141;189;1.576299609;90;185;313;44;124;433;124;7461;3966;4274;7.766011094;2;2;4;5;1.20627261761158;.589733279721217;74.6031746031746;53.3487297921478;-21.2544448110268;287;49.1289198606272;-.110011348484484;1;294;88;261;643;1176;24.4047619047619;371;49.8652291105121;1782;20.8193041526375;310;74.5161290322581;1424;21.7696629213483;153;108;70.5882352941177;12;7.84313725490196;185;93;50.2702702702703
463;powiat Toruń;748;3.822372119;3.6;PRAWDA;4;576;865;2.943430937;172;825;1290;249;425;1171;425;15893;7342;7906;7.681830564;2;2;4;3;1.08223746303404;1.56672749008998;66.5895953757225;63.8770281810418;-2.7125671946807;905;63.646408839779;.536965029943203;1;69;87;321;477;3911;23.1398619278957;1164;70.8762886597938;5662;20.5581066760862;768;97.3958333333333;4039;19.0146075761327;658;228;34.6504559270517;82;12.4620060790274;825;236;28.6060606060606
464;powiat Włocławek;174;1.704178175;8.4;PRAWDA;4;152;197;1.488707371;22;165;271;13;74;309;74;7245;4618;5317;15.13642269;2;2;4;5;.303657694962043;.179434092477571;77.1573604060914;56.3106796116505;-20.8466807944409;179;84.9162011173184;1.48485988954279;1;259;193;157;609;719;24.8956884561892;254;64.9606299212598;1240;20.4838709677419;207;84.0579710144928;946;21.8816067653277;176;26;14.7727272727273;24;13.6363636363636;165;55;33.3333333333333
601;powiat bialski;102;.966549796;9.6;FAŁSZ;6;194;232;1.838339809;-92;134;158;-60;-74;123;-74;7972;3381;3822;13.04347826;2;5;4;2;-1.15403913697943;-.752634219769192;83.6206896551724;82.9268292682927;-.693860386879734;395;49.1139240506329;-.110679641386625;0;286.5;161;75;522.5;1450;27.2413793103448;481;27.8586278586279;1919;25.0651380927566;316;32.2784810126582;1270;24.8818897637795;210;97;46.1904761904762;16;7.61904761904762;134;105;78.3582089552239
