teryt;JPT_NAZWA;Szkołapodstawowa10_2023;czniowiena1000miesz;bezrobocie;Miasto_prawa_powiatu;uczniowie_ukraina_porownanie_powiat_wojew;Szkołapodstawowa02_2022;Ukraina_suma_02_2022;uczniowie_ukraina_porownanie_powiat_na1000mieszk2022;ROZNICE_2023_2022_SP;Szkołapodstawowa09_2022;Suma09_2022;ROZNICE_09_03_2022_SP;ROZNICE_09_03_2022_ALL;Suma_10_2023;ROZNICE_uczniowie_roznice_ogolem_04_09;WSZYSCY_UCZNIOWIE;cena_m2@2021;cena_m2@2022;dynamika_m2;klastry_bez_dynamika;klastry_bez_uczniowie_mieszkania;QCL_2;QCL_1;ROZNICE_2023_2022_SP_RELATIVE;ROZNICE_09_03_202_SP_RELATIVE;UCZNIOWIE_SP_JAKO_PROCENT_2022;UCZNIOWIE_SP_JAKO_PROCENT_2023;UCZNIOWIE_SP_JAKO_PROCENT_ROZNICA;Uchodzcy_roczniki_sp_04_2022;PROCENT_UCZNIOW_WG_UCHODZCOW_04_2022;ZPROCENT_UCZNIOW_WG_UCHODZCOW_04_2022;miast_prawa_powiat_rekod;Rbezrobo;Rdynamik;Rczniowi;suma_rang_B_SZ_Dyna;Wszyscy_ukraina_04_2022;proc_wiek_sp_uchodzcy_04_2022;Uchodzcy_roczniki_sp_09_2022;PROCENT_UCZNIOW_WG_UCHODZCOW_09_2022;Wszyscy_ukraina_09_2022;proc_wiek_sp_uchodzcy_09_2022;Uchodzcy_roczniki_sp_10_2023;PROCENT_UCZNIOW_WG_UCHODZCOW_10_2023;Wszyscy_ukraina_10_2023;proc_wiek_sp_uchodzcy_10_2023;Uczniowie_sp_04_2022_altern;Uczniowie_JEZYK_sp_04_2022_altern;procent_jezyk_04_2022;niezogdnosc_danych_SP_04_2022;niezogdnosc_danych_procent_04_2022;Uczniowie_sp_10_2022_altern;Uczniowie_Jezyk_sp_04_2022;procent
3208;powiat kołobrzeski;442;5.733781312;1.8;FAŁSZ;32;549;617;7.121823394;-107;515;633;-34;16;573;16;5944;8751;10345;18.21506114;2;5;4;2;-1.80013458950202;-.572005383580081;88.9789303079417;77.1378708551483;-11.8410594527933;783;70.1149425287356;.82523723086091;0;12;234;365;611;3306;23.6842105263158;1058;48.6767485822306;5088;20.7940251572327;745;59.3288590604027;3356;22.1990464839094;601;312;51.9134775374376;52;8.6522462562396;515;336;65.2427184466019
3209;powiat koszaliński;99;1.491772648;12.1;FAŁSZ;32;211;230;3.179434633;-112;168;197;-43;-33;119;-33;4491;7461;9443;26.56480365;2;5;4;2;-2.49387664217324;-.957470496548653;91.7391304347826;83.1932773109244;-8.54585312385824;593;35.5817875210793;-.713743483684175;0;333;306;136;775;2446;24.2436631234669;685;24.5255474452555;3063;22.3636957231472;480;20.625;1854;25.8899676375405;227;118;51.9823788546256;16;7.04845814977974;168;63;37.5
3210;powiat myśliborski;174;2.776536669;6.2;FAŁSZ;32;265;311;4.228633433;-91;214;281;-51;-30;256;-30;5147;3564;4648;30.41526375;2;5;4;2;-1.76802020594521;-.990868467068195;85.2090032154341;67.96875;-17.2402532154341;351;75.4985754985755;1.06516049628325;0;186.5;328;272;786.5;1389;25.2699784017279;451;47.450110864745;1912;23.5878661087866;301;57.8073089700997;1312;22.9420731707317;282;180;63.8297872340426;17;6.02836879432624;214;127;59.3457943925234
3211;powiat policki;190;2.237294522;3.5;FAŁSZ;32;316;393;3.720974047;-126;237;302;-79;-91;267;-91;6891;6320;6608;4.556962025;2;5;4;2;-1.82847191989552;-1.14642287041068;80.4071246819338;71.1610486891386;-9.24607599279527;833;37.9351740696279;-.608864085572907;0;63;59;225;347;3454;24.1169658367111;1007;23.5352532274081;4482;22.4676483712628;693;27.4170274170274;2870;24.1463414634146;324;85;26.2345679012346;8;2.46913580246914;237;96;40.5063291139241
3212;powiat pyrzycki;58;1.576729645;11.1;FAŁSZ;32;64;83;1.739839609;-6;67;105;3;22;89;22;2867;3186;3093;-2.919020716;3;5;4;2;-.209277990931287;.104638995465644;77.1084337349398;65.1685393258427;-11.9398944090971;204;31.3725490196078;-.901329497045796;0;317.5;18;148;483.5;886;23.0248306997743;236;28.3898305084746;1029;22.9348882410107;150;38.6666666666667;600;25;79;49;62.0253164556962;15;18.9873417721519;67;46;68.6567164179104
3213;powiat sławieński;141;2.641240821;13.5;FAŁSZ;32;226;298;4.233478196;-85;176;260;-50;-38;233;-38;4118;5372;7049;31.21742368;2;5;4;2;-2.06410879067509;-1.21418164157358;75.8389261744966;60.5150214592275;-15.3239047152692;325;69.5384615384615;.799546177548897;0;348;334;262;944;1361;23.8795003673769;440;40;2315;19.0064794816415;304;46.3815789473684;1535;19.8045602605863;231;176;76.1904761904762;5;2.16450216450216;176;114;64.7727272727273
3214;powiat stargardzki;305;2.558939508;7.1;FAŁSZ;32;353;426;2.961657857;-48;343;480;-10;54;498;54;9766;4661;5588;19.88843596;2;5;4;2;-.491501126356748;-.102396067990989;82.8638497652582;61.2449799196787;-21.6188698455795;836;42.2248803827751;-.41769199934064;0;214;258;258;730;3340;25.0299401197605;945;36.2962962962963;4021;23.5016165133051;649;46.9953775038521;2735;23.7294332723949;380;183;48.1578947368421;27;7.10526315789474;343;121;35.2769679300292
3215;powiat szczecinecki;131;1.786980957;15.1;FAŁSZ;32;155;215;2.114366781;-24;152;240;-3;25;238;25;5426;3652;4583;25.49288061;2;5;4;2;-.442314780685588;-.0552893475856985;72.0930232558139;55.0420168067227;-17.0510064490913;284;54.5774647887324;.132804738398608;0;359.5;300;169;828.5;1147;24.7602441150828;315;48.2539682539683;1348;23.3679525222552;217;60.36866359447;849;25.5594817432273;169;68;40.2366863905325;14;8.28402366863905;152;57;37.5
3216;powiat świdwiński;46;1.055602726;12.7;FAŁSZ;32;67;99;1.537508319;-21;76;135;9;36;90;36;3255;2620;3113;18.81679389;2;5;4;2;-.645161290322581;.276497695852535;67.6767676767677;51.1111111111111;-16.5656565656566;145;46.2068965517241;-.240232219379599;0;340.5;243;82;665.5;591;24.5346869712352;174;43.6781609195402;806;21.5880893300248;118;38.9830508474576;563;20.9591474245115;76;0;0;9;11.8421052631579;76;3;3.94736842105263
3217;powiat wałecki;74;1.468603636;8.5;FAŁSZ;32;158;180;3.135667222;-84;107;141;-51;-39;109;-39;3802;3663;3633;-.819000819;2;5;4;2;-2.20936349289847;-1.3413992635455;87.7777777777778;67.8899082568807;-19.887869520897;215;73.4883720930233;.975575160892609;0;262.5;28;133;423.5;853;25.2051582649472;255;41.9607843137255;1097;23.2452142206016;169;43.7869822485207;690;24.4927536231884;163;80;49.079754601227;5;3.06748466257669;107;43;40.1869158878505
3218;powiat łobeski;34;1.007049345;15.2;FAŁSZ;32;64;76;1.895622297;-30;73;96;9;20;52;20;2590;2194;2509;14.3573382;2; ;4;2;-1.15830115830116;.347490347490347;84.2105263157895;65.3846153846154;-18.8259109311741;142;45.0704225352113;-.290879534795961;0;361;183;79;623;503;28.2306163021869;164;44.5121951219512;658;24.9240121580547;110;30.9090909090909;448;24.5535714285714;80;27;33.75;16;20;73;49;67.1232876712329
3261;powiat Koszalin;486;4.662362456;5.1;PRAWDA;32;329;513;3.156208329;157;410;708;81;195;817;195;9103;0;0;0; ;2;3;5;1.72470614083269;.889816543996485;64.1325536062378;59.4859241126071;-4.64662949363072;571;57.6182136602452;.268316650646284;1;134;34;348;516;2378;24.0117746005046;746;54.9597855227882;3675;20.2993197278912;542;89.6678966789668;2913;18.6062478544456;355;54;15.2112676056338;26;7.32394366197183;410;196;47.8048780487805
3262;powiat Szczecin;2509;6.407604337;3.1;PRAWDA;32;1574;2132;4.019756567;935;2722;3891;1148;1759;4281;1759;32013;6954;8163;17.38567731;2;3;2;1;2.92068847030894;3.5860431699622;73.827392120075;58.6078019154403;-15.2195902046347;1891;83.2363828662084;1.40999827056166;1;43.5;223;371;637.5;8420;22.458432304038;3085;88.2333873581848;16185;19.060858819895;2438;102.912223133716;13946;17.4817151871504;1783;701;39.3157599551318;209;11.7218171620864;2722;929;34.1293166789126
3263;powiat Świnoujście;227;5.76610445;4;PRAWDA;32;250;316;6.350335298;-23;304;445;54;129;395;129;2854;10798;12868;19.17021671;2; ;4;5;-.805886475122635;1.89208128941836;79.1139240506329;57.4683544303797;-21.6455696202532;445;56.1797752808989;.204212200172973;1;79.5;248;366;693.5;1848;24.0800865800866;581;52.3235800344234;2912;19.9519230769231;402;56.4676616915423;2202;18.2561307901907;280;97;34.6428571428571;30;10.7142857142857;304;20;6.57894736842105
